id,sinif,mezmun_xetti,standart_kodu,standart_metni,alt_standart_kodu,alt_standart_metni,yaradilma_tarixi,pisa_seviyyesi,pirls_kateqoriya,bloom_seviyyesi,kod
422,11,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,11-1.3.1,Şəxsi düşüncələrini əlavə etməklə və münasibətini əsaslandırmaqla dinlədiyi mətni genişləndirir.,2026-03-17 19:59:43.623487,5,inteqrasiya,yaratmaq,Az_dili_XI_1.3.1
423,11,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,11-1.3.2,Təqdimat zamanı fikirləri əsaslandırmaq üçün arqumentin müxtəlif növlərindən istifadə edir.,2026-03-17 19:59:43.623487,6,inteqrasiya,qiymətləndirmək,Az_dili_XI_1.3.2
424,11,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,11-1.4.1,"Şifahi nitqində fonetik, leksik normalara əməl edir.",2026-03-17 19:59:43.623487,5,birbaşa anlama,tətbiq etmək,Az_dili_XI_1.4.1
425,11,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,11-1.4.2,Monoloq çıxışları zamanı natiqlik bacarıqlarını nümayiş etdirir.,2026-03-17 19:59:43.623487,5,birbaşa anlama,yaratmaq,Az_dili_XI_1.4.2
426,11,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,11-2.1.1,Mətndə əsas fikrin açılmasına xidmət edən fakt və detalları qeyd edir.,2026-03-17 19:59:43.623487,5,məlumat alma,təhlil etmək,Az_dili_XI_2.1.1
427,11,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,11-2.1.2,Kontekstdən çıxış edərək mətndəki ümumişlək olmayan söz və ifadələrin mənasını izah edir və lüğətdəki mənası ilə müqayisə edir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_XI_2.1.2
428,11,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,11-2.2.1,Mətndəki əsas fikrlə onun açılmasına xidmət edən köməkçi fikirləri əlaqələndirir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_XI_2.2.1
429,11,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,11-2.2.2,Mətndə əks olunan məlumatları məlum olan faktlarla əlaqələndirərək mühakimənin yürüdülməsi və əsaslandırılması.,2026-03-17 19:59:43.623487,6,şərh etmə,qiymətləndirmək,Az_dili_XI_2.2.2
430,11,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,11-2.3.1,Mətndəki aparıcı və köməkçi motivləri obrazlarla və əsas ideya ilə əlaqələndirir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_XI_2.3.1
431,11,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,11-2.3.2,Mətndəki məlumatlara əsasən irəli sürülən mühakimələrin əsaslandırılması.,2026-03-17 19:59:43.623487,6,qiymətləndirmə,qiymətləndirmək,Az_dili_XI_2.3.2
432,11,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,11-2.3.3,Müxtəlif tipli bədii və qeyri-bədii mətnlərdə struktur elementlərinin funksiyasını izah edir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_XI_2.3.3
433,11,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,11-2.3.4,Mətni dil-üslub xüsusiyyətlərinə görə təhlil edir.,2026-03-17 19:59:43.623487,6,şərh etmə,təhlil etmək,Az_dili_XI_2.3.4
434,11,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,11-2.3.5,Bədii və informativ mətnlərdə müəllifin məqsədini fərqləndirir.,2026-03-17 19:59:43.623487,6,qiymətləndirmə,təhlil etmək,Az_dili_XI_2.3.5
435,11,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,11-2.3.6,"Oxuduğu mətnləri üslubi xüsusiyyətlərinə görə müqayisə edir, qiymətləndirir.",2026-03-17 19:59:43.623487,6,qiymətləndirmə,qiymətləndirmək,Az_dili_XI_2.3.6
436,11,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,11-2.3.7,Müxtəlif mənbələrə əsaslanmaqla mətnin məzmununa münasibət bildirir və təxəyyülünə əsasən məzmuna yaradıcı yanaşır.,2026-03-17 19:59:43.623487,6,qiymətləndirmə,yaratmaq,Az_dili_XI_2.3.7
437,11,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,11-3.1.1,Özünün və başqasının mətnini yenidən yazımla məzmun-struktur baxımından təkmilləşdirir.,2026-03-17 19:59:43.623487,5,qiymətləndirmə,qiymətləndirmək,Az_dili_XI_3.1.1
438,11,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,11-3.1.2,Yazısında ədəbi dilin normalarına riayət edir.,2026-03-17 19:59:43.623487,5,birbaşa anlama,tətbiq etmək,Az_dili_XI_3.1.2
439,11,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,11-3.2.1,Məlumatları yazıda əks etdirərkən vaxt və həcm tələblərinə nəzərə alır.,2026-03-17 19:59:43.623487,5,birbaşa anlama,tətbiq etmək,Az_dili_XI_3.2.1
440,11,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,11-3.2.2,Araşdırdığı mənbələrdən və müxtəlif fənlər üzrə biliklərindən istifadə etməklə polemik xarakterli mətnlər yazır.,2026-03-17 19:59:43.623487,6,qiymətləndirmə,yaratmaq,Az_dili_XI_3.2.2
441,11,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,11-3.2.3,Sadə formalı işgüzar sənədlər tərtib edir.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_XI_3.2.3
442,11,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,11-3.2.4,Təqdimat materiallarında əldə etdiyi məlumatlara münasibətini və öz mövqeyini faktlarla və vizual materiallarla müşayiət edir.,2026-03-17 19:59:43.623487,6,inteqrasiya,yaratmaq,Az_dili_XI_3.2.4
